Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,COVID_Period,Year,Month,Month_Name,Year_Month,Pre_COVID_Regional_Avg,COVID_Deviation
Uttarakhand,2020-02-29,Monthly,4.85,2057523.0,37.16,Rural,Pre-COVID,2020,2,Feb,2020-02,5.8015,-0.9515000000000002
Uttarakhand,2020-04-30,Monthly,3.66,1972074.0,35.04,Rural,COVID,2020,4,Apr,2020-04,5.8015,-2.1414999999999997
Uttarakhand,2020-05-31,Monthly,3.57,1915482.0,33.94,Rural,COVID,2020,5,May,2020-05,5.8015,-2.2315
Uttarakhand,2020-06-30,Monthly,10.71,1675441.0,32.0,Rural,COVID,2020,6,Jun,2020-06,5.8015,4.908500000000001
Uttarakhand,2019-05-31,Monthly,9.17,676797.0,26.33,Urban,Pre-COVID,2019,5,May,2019-05,5.8015,3.3685
Uttarakhand,2019-06-30,Monthly,4.69,906889.0,33.54,Urban,Pre-COVID,2019,6,Jun,2019-06,5.8015,-1.1114999999999995
Uttarakhand,2019-07-31,Monthly,6.94,859900.0,32.48,Urban,Pre-COVID,2019,7,Jul,2019-07,5.8015,1.1385000000000005
Uttarakhand,2019-08-31,Monthly,7.43,823967.0,31.21,Urban,Pre-COVID,2019,8,Aug,2019-08,5.8015,1.6284999999999998
Uttarakhand,2019-09-30,Monthly,9.62,711150.0,27.51,Urban,Pre-COVID,2019,9,Sep,2019-09,5.8015,3.8184999999999993
Uttarakhand,2019-10-31,Monthly,4.72,925174.0,33.87,Urban,Pre-COVID,2019,10,Oct,2019-10,5.8015,-1.0815000000000001
Uttarakhand,2019-11-30,Monthly,6.34,904903.0,33.61,Urban,Pre-COVID,2019,11,Nov,2019-11,5.8015,0.5385
Uttarakhand,2019-12-31,Monthly,7.39,844779.0,31.65,Urban,Pre-COVID,2019,12,Dec,2019-12,5.8015,1.5884999999999998
Uttarakhand,2020-01-31,Monthly,8.92,725253.0,27.55,Urban,Pre-COVID,2020,1,Jan,2020-01,5.8015,3.1185
Uttarakhand,2020-02-29,Monthly,5.28,963408.0,35.11,Urban,Pre-COVID,2020,2,Feb,2020-02,5.8015,-0.5214999999999996
Uttarakhand,2020-03-31,Monthly,8.15,889245.0,33.33,Urban,COVID,2020,3,Mar,2020-03,5.8015,2.3485000000000005
Uttarakhand,2020-04-30,Monthly,13.18,748041.0,29.59,Urban,COVID,2020,4,Apr,2020-04,5.8015,7.3785
Uttarakhand,2020-05-31,Monthly,17.36,778590.0,32.27,Urban,COVID,2020,5,May,2020-05,5.8015,11.558499999999999
Uttarakhand,2020-06-30,Monthly,5.08,989470.0,35.61,Urban,COVID,2020,6,Jun,2020-06,5.8015,-0.7214999999999998
West Bengal,2019-05-31,Monthly,6.02,23452875.0,46.41,Rural,Pre-COVID,2019,5,May,2019-05,6.57,-0.5500000000000007
West Bengal,2019-06-30,Monthly,5.85,25543465.0,50.36,Rural,Pre-COVID,2019,6,Jun,2019-06,6.57,-0.7200000000000006
West Bengal,2019-07-31,Monthly,5.62,24857807.0,48.78,Rural,Pre-COVID,2019,7,Jul,2019-07,6.57,-0.9500000000000002
West Bengal,2019-08-31,Monthly,5.58,24924827.0,48.79,Rural,Pre-COVID,2019,8,Aug,2019-08,6.57,-0.9900000000000002
West Bengal,2019-09-30,Monthly,5.26,25610773.0,49.87,Rural,Pre-COVID,2019,9,Sep,2019-09,6.57,-1.3100000000000005
West Bengal,2019-10-31,Monthly,6.78,24353018.0,48.09,Rural,Pre-COVID,2019,10,Oct,2019-10,6.57,0.20999999999999996
West Bengal,2019-11-30,Monthly,5.83,25630359.0,50.0,Rural,Pre-COVID,2019,11,Nov,2019-11,6.57,-0.7400000000000002
West Bengal,2019-12-31,Monthly,5.79,24906239.0,48.47,Rural,Pre-COVID,2019,12,Dec,2019-12,6.57,-0.7800000000000002
West Bengal,2020-01-31,Monthly,6.79,24612171.0,48.3,Rural,Pre-COVID,2020,1,Jan,2020-01,6.57,0.21999999999999975
West Bengal,2020-02-29,Monthly,3.78,26093009.0,49.51,Rural,Pre-COVID,2020,2,Feb,2020-02,6.57,-2.7900000000000005
West Bengal,2020-03-31,Monthly,7.02,25097812.0,49.18,Rural,COVID,2020,3,Mar,2020-03,6.57,0.4499999999999993
West Bengal,2020-04-30,Monthly,18.32,17639370.0,39.27,Rural,COVID,2020,4,Apr,2020-04,6.57,11.75
West Bengal,2020-05-31,Monthly,18.43,19115772.0,42.53,Rural,COVID,2020,5,May,2020-05,6.57,11.86
West Bengal,2020-06-30,Monthly,4.94,21225887.0,40.44,Rural,COVID,2020,6,Jun,2020-06,6.57,-1.63
West Bengal,2019-05-31,Monthly,7.25,11306177.0,46.37,Urban,Pre-COVID,2019,5,May,2019-05,6.57,0.6799999999999997
West Bengal,2019-06-30,Monthly,7.38,10611498.0,43.51,Urban,Pre-COVID,2019,6,Jun,2019-06,6.57,0.8099999999999996
West Bengal,2019-07-31,Monthly,7.91,10779829.0,44.38,Urban,Pre-COVID,2019,7,Jul,2019-07,6.57,1.3399999999999999
West Bengal,2019-08-31,Monthly,7.27,11456493.0,46.77,Urban,Pre-COVID,2019,8,Aug,2019-08,6.57,0.6999999999999993
West Bengal,2019-09-30,Monthly,7.79,11158649.0,45.74,Urban,Pre-COVID,2019,9,Sep,2019-09,6.57,1.2199999999999998
West Bengal,2019-10-31,Monthly,7.83,10563686.0,43.25,Urban,Pre-COVID,2019,10,Oct,2019-10,6.57,1.2599999999999998
West Bengal,2019-11-30,Monthly,6.61,10768462.0,43.44,Urban,Pre-COVID,2019,11,Nov,2019-11,6.57,0.040000000000000036
West Bengal,2019-12-31,Monthly,7.24,11335696.0,45.97,Urban,Pre-COVID,2019,12,Dec,2019-12,6.57,0.6699999999999999
West Bengal,2020-01-31,Monthly,7.27,11208617.0,45.39,Urban,Pre-COVID,2020,1,Jan,2020-01,6.57,0.6999999999999993
West Bengal,2020-02-29,Monthly,7.55,10871168.0,44.09,Urban,Pre-COVID,2020,2,Feb,2020-02,6.57,0.9799999999999995
West Bengal,2020-03-31,Monthly,6.67,10806105.0,43.34,Urban,COVID,2020,3,Mar,2020-03,6.57,0.09999999999999964
West Bengal,2020-04-30,Monthly,15.63,9299466.0,41.2,Urban,COVID,2020,4,Apr,2020-04,6.57,9.06
West Bengal,2020-05-31,Monthly,15.22,9240903.0,40.67,Urban,COVID,2020,5,May,2020-05,6.57,8.65
West Bengal,2020-06-30,Monthly,9.86,9088931.0,37.57,Urban,COVID,2020,6,Jun,2020-06,6.57,3.289999999999999
